ID,ID_STATE,CITY,COUNTY,LATITUDE,LONGITUDE
1,2,Adak,Aleutians West,56,-161
2,2,Akiachak,Bethel,61,-161
3,2,Akiak,Bethel,61,-161
4,2,Akutan,Aleutians East,54,-166
5,2,Alakanuk,Wade Hampton,63,-165
6,2,Aleknagik,Dillingham,59,-159
7,2,Allakaket,Yukon Koyukuk,67,-153
8,2,Ambler,Northwest Arctic,67,-156
9,2,Anaktuvuk Pass,North Slope,68,-152
10,2,Anchor Point,Kenai Peninsula,60,-152
11,2,Anchorage,Anchorage,61,-150
12,2,Anderson,Denali,64,-149
13,2,Angoon,Skagway Hoonah Angoon,58,-134
14,2,Aniak,Bethel,62,-158
15,2,Anvik,Yukon Koyukuk,63,-160
16,2,Arctic Village,Yukon Koyukuk,68,-145
17,2,Atka,Aleutians West,52,-174
18,2,Atqasuk,North Slope,71,-157
19,2,Auke Bay,Juneau,58,-135
20,2,Barrow,North Slope,71,-157
21,2,Beaver,Yukon Koyukuk,66,-147
22,2,Bethel,Bethel,61,-162
23,2,Bettles Field,Yukon Koyukuk,67,-151
24,2,Big Lake,Matanuska Susitna,62,-149
25,2,Brevig Mission,Nome,65,-166
26,2,Buckland,Northwest Arctic,66,-161
27,2,Cantwell,Denali,63,-149
28,2,Central,Yukon Koyukuk,65,-145
29,2,Chalkyitsik,Yukon Koyukuk,67,-144
30,2,Chefornak,Bethel,60,-164
31,2,Chevak,Wade Hampton,62,-165
32,2,Chicken,Southeast Fairbanks,64,-142
33,2,Chignik,Lake And Peninsula,56,-158
34,2,Chignik Lagoon,Lake And Peninsula,56,-159
35,2,Chignik Lake,Lake And Peninsula,56,-159
36,2,Chitina,Valdez Cordova,62,-144
37,2,Chugiak,Anchorage,61,-149
38,2,Circle,Yukon Koyukuk,66,-144
39,2,Clam Gulch,Kenai Peninsula,60,-151
40,2,Clarks Point,Dillingham,59,-158
41,2,Clear,Denali,64,-149
42,2,Coffman Cove,Prince Wales Ketchikan,55,-132
43,2,Cold Bay,Aleutians East,56,-162
44,2,Cooper Landing,Kenai Peninsula,60,-150
45,2,Copper Center,Valdez Cordova,62,-145
46,2,Cordova,Valdez Cordova,60,-148
47,2,Craig,Prince Wales Ketchikan,55,-133
48,2,Crooked Creek,Bethel,62,-158
49,2,Deering,Northwest Arctic,66,-163
50,2,Delta Junction,Southeast Fairbanks,64,-146
51,2,Denali National Park,Denali,64,-150
52,2,Dillingham,Dillingham,59,-159
53,2,Douglas,Juneau,58,-134
54,2,Dutch Harbor,Aleutians West,53,-168
55,2,Eagle,Southeast Fairbanks,65,-141
56,2,Eagle River,Anchorage,61,-150
57,2,Eek,Bethel,60,-162
58,2,Egegik,Lake And Peninsula,58,-157
59,2,Eielson Afb,Fairbanks North Star,65,-147
60,2,Ekwok,Dillingham,59,-157
61,2,Elfin Cove,Skagway Hoonah Angoon,58,-136
62,2,Elim,Nome,65,-162
63,2,Elmendorf Afb,Anchorage,61,-150
64,2,Emmonak,Wade Hampton,63,-164
65,2,Ester,Fairbanks North Star,65,-148
66,2,Fairbanks,Fairbanks North Star,65,-148
67,2,False Pass,Aleutians East,55,-163
68,2,Fort Greely,Southeast Fairbanks,64,-146
69,2,Fort Richardson,Anchorage,61,-150
70,2,Fort Wainwright,Fairbanks North Star,65,-148
71,2,Fort Yukon,Yukon Koyukuk,67,-145
72,2,Gakona,Valdez Cordova,63,-144
73,2,Galena,Yukon Koyukuk,65,-157
74,2,Gambell,Nome,64,-172
75,2,Girdwood,Anchorage,61,-149
76,2,Glennallen,Valdez Cordova,62,-146
77,2,Goodnews Bay,Bethel,59,-162
78,2,Grayling,Yukon Koyukuk,63,-159
79,2,Gustavus,Skagway Hoonah Angoon,58,-136
80,2,Haines,Haines,59,-136
81,2,Healy,Denali,64,-149
82,2,Holy Cross,Yukon Koyukuk,62,-160
83,2,Homer,Kenai Peninsula,60,-151
84,2,Hoonah,Skagway Hoonah Angoon,58,-136
85,2,Hooper Bay,Wade Hampton,62,-166
86,2,Hope,Kenai Peninsula,61,-150
87,2,Houston,Matanuska Susitna,62,-150
88,2,Hughes,Yukon Koyukuk,66,-154
89,2,Huslia,Yukon Koyukuk,66,-156
90,2,Hydaburg,Prince Wales Ketchikan,55,-133
91,2,Hyder,Prince Wales Ketchikan,56,-130
92,2,Iliamna,Lake And Peninsula,60,-155
93,2,Indian,Anchorage,61,-149
94,2,Juneau,Juneau,58,-135
95,2,Kake,Wrangell Petersburg,57,-134
96,2,Kaktovik,North Slope,70,-144
97,2,Kalskag,Bethel,62,-160
98,2,Kaltag,Yukon Koyukuk,64,-159
99,2,Karluk,Kodiak Island,58,-154
100,2,Kasigluk,Bethel,61,-163
101,2,Kasilof,Kenai Peninsula,60,-151
102,2,Kenai,Kenai Peninsula,61,-151
103,2,Ketchikan,Ketchikan Gateway,55,-132
104,2,Kiana,Northwest Arctic,67,-158
105,2,King Cove,Aleutians East,55,-162
106,2,King Salmon,Bristol Bay,59,-157
107,2,Kipnuk,Bethel,60,-164
108,2,Kivalina,Northwest Arctic,68,-164
109,2,Klawock,Prince Wales Ketchikan,56,-133
110,2,Kobuk,Northwest Arctic,67,-157
111,2,Kodiak,Kodiak Island,58,-153
112,2,Kongiganak,Bethel,61,-149
113,2,Kotlik,Wade Hampton,63,-164
114,2,Kotzebue,Northwest Arctic,67,-162
115,2,Koyuk,Nome,65,-161
116,2,Koyukuk,Yukon Koyukuk,65,-158
117,2,Kwethluk,Bethel,61,-161
118,2,Kwigillingok,Bethel,60,-163
119,2,Lake Minchumina,Yukon Koyukuk,64,-152
120,2,Larsen Bay,Kodiak Island,58,-154
121,2,Levelock,Lake And Peninsula,59,-155
122,2,Lower Kalskag,Bethel,62,-160
123,2,Manley Hot Springs,Yukon Koyukuk,65,-151
124,2,Manokotak,Dillingham,59,-159
125,2,Marshall,Wade Hampton,62,-162
126,2,Mc Grath,Yukon Koyukuk,63,-156
127,2,Mekoryuk,Bethel,60,-166
128,2,Metlakatla,Prince Wales Ketchikan,55,-132
129,2,Meyers Chuck,Prince Wales Ketchikan,56,-132
130,2,Minto,Yukon Koyukuk,65,-150
131,2,Moose Pass,Kenai Peninsula,61,-149
132,2,Mountain Village,Wade Hampton,62,-164
133,2,Naknek,Bristol Bay,59,-157
134,2,Napakiak,Bethel,61,-162
135,2,Nenana,Yukon Koyukuk,65,-149
136,2,New Stuyahok,Dillingham,60,-157
137,2,Nightmute,Bethel,60,-165
138,2,Nikiski,Kenai Peninsula,61,-151
139,2,Nikolai,Yukon Koyukuk,63,-154
140,2,Nikolski,Aleutians West,53,-169
141,2,Ninilchik,Kenai Peninsula,60,-152
142,2,Noatak,Northwest Arctic,67,-161
143,2,Nome,Nome,65,-165
144,2,Nondalton,Lake And Peninsula,60,-155
145,2,Noorvik,Northwest Arctic,67,-161
146,2,North Pole,Fairbanks North Star,65,-147
147,2,Northway,Southeast Fairbanks,63,-142
148,2,Nuiqsut,North Slope,70,-151
149,2,Nulato,Yukon Koyukuk,65,-158
150,2,Nunam Iqua,Wade Hampton,63,-164
151,2,Nunapitchuk,Bethel,61,-162
152,2,Old Harbor,Kodiak Island,57,-153
153,2,Ouzinkie,Kodiak Island,58,-152
154,2,Palmer,Matanuska Susitna,62,-149
155,2,Pedro Bay,Lake And Peninsula,60,-154
156,2,Pelican,Skagway Hoonah Angoon,58,-136
157,2,Perryville,Lake And Peninsula,56,-159
158,2,Petersburg,Wrangell Petersburg,57,-133
159,2,Pilot Point,Lake And Peninsula,58,-157
160,2,Pilot Station,Wade Hampton,62,-163
161,2,Platinum,Bethel,59,-162
162,2,Point Baker,Prince Wales Ketchikan,56,-133
163,2,Point Hope,North Slope,68,-167
164,2,Point Lay,North Slope,70,-163
165,2,Port Alexander,Wrangell Petersburg,57,-135
166,2,Port Alsworth,Lake And Peninsula,61,-154
167,2,Port Heiden,Lake And Peninsula,57,-159
168,2,Port Lions,Kodiak Island,58,-153
169,2,Prudhoe Bay,North Slope,70,-149
170,2,Quinhagak,Bethel,60,-162
171,2,Rampart,Yukon Koyukuk,65,-150
172,2,Red Devil,Bethel,62,-157
173,2,Ruby,Yukon Koyukuk,65,-156
174,2,Russian Mission,Wade Hampton,62,-162
175,2,Saint George Island,Aleutians West,57,-170
176,2,Saint Marys,Wade Hampton,62,-163
177,2,Saint Michael,Nome,63,-162
178,2,Saint Paul Island,Aleutians West,57,-170
179,2,Salcha,Fairbanks North Star,65,-147
180,2,Sand Point,Aleutians East,55,-160
181,2,Savoonga,Nome,64,-170
182,2,Scammon Bay,Wade Hampton,62,-166
183,2,Selawik,Northwest Arctic,66,-159
184,2,Seldovia,Kenai Peninsula,59,-152
185,2,Seward,Kenai Peninsula,60,-149
186,2,Shageluk,Yukon Koyukuk,63,-160
187,2,Shaktoolik,Nome,64,-161
188,2,Shishmaref,Nome,66,-166
189,2,Shungnak,Northwest Arctic,67,-158
190,2,Sitka,Sitka,57,-135
191,2,Skagway,Skagway Hoonah Angoon,59,-135
192,2,Skwentna,Matanuska Susitna,62,-151
193,2,Sleetmute,Bethel,62,-157
194,2,Soldotna,Kenai Peninsula,60,-151
195,2,South Naknek,Bristol Bay,59,-157
196,2,Stebbins,Nome,63,-162
197,2,Sterling,Kenai Peninsula,61,-151
198,2,Stevens Village,Yukon Koyukuk,66,-149
199,2,Sutton,Matanuska Susitna,62,-148
200,2,Takotna,Yukon Koyukuk,63,-156
201,2,Talkeetna,Matanuska Susitna,62,-150
202,2,Tanacross,Southeast Fairbanks,63,-143
203,2,Tanana,Yukon Koyukuk,65,-152
204,2,Tatitlek,Valdez Cordova,61,-147
205,2,Teller,Nome,65,-166
206,2,Tenakee Springs,Skagway Hoonah Angoon,58,-135
207,2,Thorne Bay,Prince Wales Ketchikan,56,-133
208,2,Togiak,Dillingham,59,-160
209,2,Tok,Southeast Fairbanks,63,-143
210,2,Toksook Bay,Bethel,61,-165
211,2,Trapper Creek,Matanuska Susitna,61,-150
212,2,Tuluksak,Bethel,61,-161
213,2,Tuntutuliak,Bethel,61,-162
214,2,Tununak,Bethel,61,-165
215,2,Two Rivers,Fairbanks North Star,65,-147
216,2,Tyonek,Kenai Peninsula,61,-151
217,2,Unalakleet,Nome,64,-161
218,2,Unalaska,Aleutians West,54,-167
219,2,Valdez,Valdez Cordova,61,-146
220,2,Venetie,Yukon Koyukuk,67,-146
221,2,Wainwright,North Slope,71,-160
222,2,Wales,Nome,66,-169
223,2,Ward Cove,Ketchikan Gateway,55,-132
224,2,Wasilla,Matanuska Susitna,62,-149
225,2,White Mountain,Nome,65,-163
226,2,Whittier,Valdez Cordova,61,-149
227,2,Willow,Matanuska Susitna,62,-150
228,2,Wrangell,Wrangell Petersburg,56,-132
229,2,Yakutat,Yakutat,60,-140
230,1,Abbeville,Henry,32,-85
231,1,Abernant,Tuscaloosa,33,-87
232,1,Adamsville,Jefferson,34,-87
233,1,Addison,Winston,34,-87
234,1,Adger,Jefferson,33,-87
235,1,Akron,Hale,33,-88
236,1,Alabaster,Shelby,33,-87
237,1,Alberta,Wilcox,32,-87
238,1,Albertville,Marshall,34,-86
239,1,Alexander City,Tallapoosa,33,-86
240,1,Alexandria,Calhoun,34,-86
241,1,Aliceville,Pickens,33,-88
242,1,Allgood,Blount,34,-87
243,1,Alma,Clarke,31,-88
244,1,Alpine,Talladega,33,-86
245,1,Alton,Jefferson,34,-87
246,1,Altoona,Etowah,34,-86
247,1,Andalusia,Covington,31,-86
248,1,Anderson,Lauderdale,35,-87
249,1,Annemanie,Wilcox,32,-88
250,1,Anniston,Calhoun,34,-86
251,1,Arab,Marshall,34,-86
252,1,Ardmore,Limestone,35,-87
253,1,Ariton,Dale,32,-86
254,1,Arley,Winston,34,-87
255,1,Arlington,Wilcox,32,-88
256,1,Ashford,Houston,31,-85
257,1,Ashland,Clay,33,-86
258,1,Ashville,Saint Clair,34,-86
259,1,Athens,Limestone,35,-87
260,1,Atmore,Escambia,31,-87
261,1,Attalla,Etowah,34,-86
262,1,Auburn,Lee,33,-85
263,1,Auburn University,Lee,33,-85
264,1,Autaugaville,Autauga,32,-87
265,1,Axis,Mobile,31,-88
266,1,Baileyton,Cullman,34,-87
267,1,Banks,Pike,32,-86
268,1,Bankston,Fayette,34,-88
269,1,Bay Minette,Baldwin,31,-88
270,1,Bayou La Batre,Mobile,30,-88
271,1,Bear Creek,Marion,34,-88
272,1,Beatrice,Monroe,32,-87
273,1,Beaverton,Lamar,34,-88
274,1,Belk,Fayette,34,-88
275,1,Bellamy,Sumter,32,-88
276,1,Belle Mina,Limestone,35,-87
277,1,Bellwood,Geneva,31,-86
278,1,Berry,Fayette,34,-88
279,1,Bessemer,Jefferson,33,-87
280,1,Billingsley,Autauga,33,-87
281,1,Birmingham,Jefferson,34,-87
282,1,Birmingham,Shelby,33,-87
283,1,Black,Geneva,31,-86
284,1,Blountsville,Blount,34,-87
285,1,Boaz,Etowah,34,-86
286,1,Boaz,Marshall,34,-86
287,1,Boligee,Greene,33,-88
288,1,Bon Air,Talladega,33,-86
289,1,Bon Secour,Baldwin,30,-88
290,1,Booth,Autauga,33,-87
291,1,Boykin,Wilcox,32,-87
292,1,Brantley,Crenshaw,32,-86
293,1,Bremen,Cullman,34,-87
294,1,Brent,Bibb,33,-87
295,1,Brewton,Escambia,31,-87
296,1,Bridgeport,Jackson,35,-86
297,1,Brierfield,Bibb,33,-87
298,1,Brilliant,Marion,34,-88
299,1,Brooklyn,Conecuh,31,-87
300,1,Brookside,Jefferson,34,-87
301,1,Brookwood,Tuscaloosa,33,-87
302,1,Brownsboro,Madison,35,-86
303,1,Brundidge,Pike,32,-86
304,1,Bryant,Jackson,35,-86
305,1,Bucks,Mobile,31,-88
306,1,Buhl,Tuscaloosa,33,-88
307,1,Burnt Corn,Conecuh,31,-87
308,1,Burnwell,Walker,34,-87
309,1,Butler,Choctaw,32,-88
310,1,Bynum,Calhoun,34,-86
311,1,Calera,Shelby,33,-87
312,1,Calvert,Washington,31,-88
313,1,Camden,Wilcox,32,-87
314,1,Camp Hill,Tallapoosa,33,-86
315,1,Campbell,Clarke,32,-88
316,1,Capshaw,Limestone,35,-87
317,1,Carbon Hill,Walker,34,-88
318,1,Cardiff,Jefferson,34,-87
319,1,Carlton,Clarke,31,-88
320,1,Carrollton,Pickens,33,-88
321,1,Castleberry,Conecuh,31,-87
322,1,Catherine,Wilcox,32,-87
323,1,Cecil,Montgomery,32,-86
324,1,Cedar Bluff,Cherokee,34,-86
325,1,Centre,Cherokee,34,-86
326,1,Centreville,Bibb,33,-87
327,1,Chancellor,Geneva,31,-86
328,1,Chapman,Butler,32,-87
329,1,Chatom,Washington,31,-88
330,1,Chelsea,Shelby,33,-87
331,1,Cherokee,Colbert,35,-88
332,1,Childersburg,Talladega,33,-86
333,1,Choccolocco,Calhoun,34,-86
334,1,Chunchula,Mobile,31,-88
335,1,Citronelle,Mobile,31,-88
336,1,Clanton,Chilton,33,-87
337,1,Clay,Jefferson,34,-87
338,1,Clayton,Barbour,32,-85
339,1,Cleveland,Blount,34,-87
340,1,Clinton,Greene,33,-88
341,1,Clio,Barbour,32,-86
342,1,Clopton,Henry,32,-85
343,1,Cloverdale,Lauderdale,35,-88
344,1,Coaling,Tuscaloosa,33,-87
345,1,Coden,Mobile,30,-88
346,1,Coffee Springs,Geneva,31,-86
347,1,Coffeeville,Clarke,32,-88
348,1,Coker,Tuscaloosa,33,-88
349,1,Collinsville,De Kalb,34,-86
350,1,Columbia,Houston,31,-85
351,1,Columbiana,Shelby,33,-87
352,1,Cook Springs,Saint Clair,34,-86
353,1,Coosada,Elmore,32,-86
354,1,Cordova,Walker,34,-87
355,1,Cottondale,Tuscaloosa,33,-87
356,1,Cottonton,Russell,32,-85
357,1,Cottonwood,Houston,31,-85
358,1,Courtland,Lawrence,35,-87
359,1,Cowarts,Houston,31,-85
360,1,Coy,Wilcox,32,-87
361,1,Cragford,Clay,33,-86
362,1,Crane Hill,Cullman,34,-87
363,1,Creola,Mobile,31,-88
364,1,Cropwell,Saint Clair,34,-86
365,1,Crossville,De Kalb,34,-86
366,1,Cuba,Sumter,32,-88
367,1,Cullman,Cullman,34,-87
368,1,Cusseta,Lee,33,-85
369,1,Dadeville,Tallapoosa,33,-86
370,1,Daleville,Dale,31,-86
371,1,Danville,Morgan,34,-87
372,1,Daphne,Baldwin,31,-88
373,1,Dauphin Island,Mobile,30,-88
374,1,Daviston,Tallapoosa,33,-86
375,1,Dawson,De Kalb,34,-86
376,1,De Armanville,Calhoun,34,-86
377,1,Deatsville,Elmore,33,-86
378,1,Decatur,Morgan,35,-87
379,1,Deer Park,Washington,31,-88
380,1,Delmar,Winston,34,-88
381,1,Delta,Clay,33,-86
382,1,Demopolis,Marengo,32,-88
383,1,Detroit,Lamar,34,-88
384,1,Dickinson,Clarke,32,-88
385,1,Dixons Mills,Marengo,32,-88
386,1,Docena,Jefferson,34,-87
387,1,Dolomite,Jefferson,33,-87
388,1,Dora,Jefferson,34,-87
389,1,Dothan,Houston,31,-85
390,1,Double Springs,Winston,34,-87
391,1,Douglas,Marshall,34,-86
392,1,Dozier,Crenshaw,32,-86
393,1,Duncanville,Tuscaloosa,33,-87
394,1,Dutton,Jackson,35,-86
395,1,East Tallassee,Tallapoosa,33,-86
396,1,Eastaboga,Calhoun,34,-86
397,1,Echola,Tuscaloosa,33,-88
398,1,Eclectic,Elmore,33,-86
399,1,Edwardsville,Cleburne,34,-86
400,1,Eight Mile,Mobile,31,-88
401,1,Elba,Coffee,31,-86
402,1,Elberta,Baldwin,30,-88
403,1,Eldridge,Walker,34,-88
404,1,Elkmont,Limestone,35,-87
405,1,Elmore,Elmore,33,-86
406,1,Elrod,Tuscaloosa,33,-88
407,1,Emelle,Sumter,33,-88
408,1,Empire,Walker,34,-87
409,1,Enterprise,Coffee,31,-86
410,1,Epes,Sumter,33,-88
411,1,Equality,Coosa,33,-86
412,1,Estillfork,Jackson,35,-86
413,1,Ethelsville,Pickens,33,-88
414,1,Eufaula,Barbour,32,-85
415,1,Eutaw,Greene,33,-88
416,1,Eva,Morgan,34,-87
417,1,Excel,Monroe,31,-87
418,1,Fackler,Jackson,35,-86
419,1,Fairfield,Jefferson,33,-87
420,1,Fairhope,Baldwin,31,-88
421,1,Falkville,Morgan,34,-87
422,1,Faunsdale,Marengo,32,-88
423,1,Fayette,Fayette,34,-88
424,1,Fitzpatrick,Bullock,32,-86
425,1,Five Points,Chambers,33,-85
426,1,Flat Rock,Jackson,35,-86
427,1,Flomaton,Escambia,31,-87
428,1,Florala,Covington,31,-86
429,1,Florence,Lauderdale,35,-88
430,1,Foley,Baldwin,30,-88
431,1,Forest Home,Butler,32,-87
432,1,Forkland,Greene,33,-88
433,1,Fort Davis,Macon,32,-86
434,1,Fort Deposit,Lowndes,32,-87
435,1,Fort Mitchell,Russell,32,-85
436,1,Fort Payne,De Kalb,34,-86
437,1,Fort Rucker,Dale,31,-86
438,1,Fosters,Tuscaloosa,33,-88
439,1,Franklin,Monroe,32,-87
440,1,Frankville,Washington,32,-88
441,1,Frisco City,Monroe,31,-87
442,1,Fruitdale,Washington,31,-88
443,1,Fruithurst,Cleburne,34,-85
444,1,Fulton,Clarke,32,-88
445,1,Fultondale,Jefferson,34,-87
446,1,Furman,Wilcox,32,-87
447,1,Fyffe,De Kalb,34,-86
448,1,Gadsden,Etowah,34,-86
449,1,Gainestown,Clarke,31,-88
450,1,Gainesville,Sumter,33,-88
451,1,Gallant,Etowah,34,-86
452,1,Gallion,Marengo,33,-88
453,1,Gantt,Covington,31,-86
454,1,Garden City,Cullman,34,-87
455,1,Gardendale,Jefferson,34,-87
456,1,Gaylesville,Cherokee,34,-86
457,1,Geneva,Geneva,31,-86
458,1,Georgiana,Butler,32,-87
459,1,Geraldine,De Kalb,34,-86
460,1,Gilbertown,Choctaw,32,-88
461,1,Glen Allen,Fayette,34,-88
462,1,Glenwood,Crenshaw,32,-86
463,1,Goodsprings,Walker,34,-87
464,1,Goodwater,Coosa,33,-86
465,1,Goodway,Monroe,31,-87
466,1,Gordo,Pickens,33,-88
467,1,Gordon,Houston,31,-85
468,1,Goshen,Pike,32,-86
469,1,Grady,Montgomery,32,-86
470,1,Graham,Randolph,33,-85
471,1,Grand Bay,Mobile,30,-88
472,1,Grant,Marshall,34,-86
473,1,Graysville,Jefferson,34,-87
474,1,Green Pond,Bibb,33,-87
475,1,Greensboro,Hale,33,-88
476,1,Greenville,Butler,32,-87
477,1,Grove Hill,Clarke,32,-88
478,1,Groveoak,De Kalb,34,-86
479,1,Guin,Marion,34,-88
480,1,Gulf Shores,Baldwin,30,-88
481,1,Guntersville,Marshall,34,-86
482,1,Gurley,Madison,35,-86
483,1,Hackleburg,Marion,34,-88
484,1,Haleyville,Winston,34,-88
485,1,Hamilton,Marion,34,-88
486,1,Hanceville,Cullman,34,-87
487,1,Hardaway,Macon,32,-86
488,1,Harpersville,Shelby,33,-86
489,1,Hartford,Geneva,31,-86
490,1,Hartselle,Morgan,34,-87
491,1,Harvest,Madison,35,-87
492,1,Hatchechubbee,Russell,32,-85
493,1,Hayden,Blount,34,-87
494,1,Hayneville,Lowndes,32,-87
495,1,Hazel Green,Madison,35,-87
496,1,Headland,Henry,31,-85
497,1,Heflin,Cleburne,34,-86
498,1,Helena,Shelby,33,-87
499,1,Henagar,De Kalb,35,-86
500,1,Higdon,Jackson,35,-86
501,1,Highland Home,Crenshaw,32,-86
502,1,Hillsboro,Lawrence,35,-87
503,1,Hodges,Franklin,34,-88
504,1,Hollins,Clay,33,-86
505,1,Holly Pond,Cullman,34,-87
506,1,Hollytree,Jackson,35,-86
507,1,Hollywood,Jackson,35,-86
508,1,Holy Trinity,Russell,32,-85
509,1,Honoraville,Crenshaw,32,-86
510,1,Hope Hull,Montgomery,32,-86
511,1,Horton,Marshall,34,-86
512,1,Houston,Winston,34,-87
513,1,Huntsville,Madison,35,-87
514,1,Hurtsboro,Russell,32,-85
515,1,Huxford,Escambia,31,-87
516,1,Ider,De Kalb,35,-86
517,1,Irvington,Mobile,30,-88
518,1,Jachin,Choctaw,32,-88
519,1,Jack,Coffee,32,-86
520,1,Jackson,Clarke,32,-88
521,1,Jacksons Gap,Tallapoosa,33,-86
522,1,Jacksonville,Calhoun,34,-86
523,1,Jasper,Walker,34,-87
524,1,Jefferson,Marengo,32,-88
525,1,Jemison,Chilton,33,-87
526,1,Jones,Autauga,33,-87
527,1,Joppa,Cullman,34,-87
528,1,Kansas,Walker,34,-88
529,1,Kellerman,Tuscaloosa,33,-87
530,1,Kellyton,Coosa,33,-86
531,1,Kennedy,Lamar,34,-88
532,1,Kent,Elmore,33,-86
533,1,Killen,Lauderdale,35,-88
534,1,Kimberly,Jefferson,34,-87
535,1,Kinston,Coffee,31,-86
536,1,Knoxville,Greene,33,-88
537,1,Laceys Spring,Morgan,34,-87
538,1,Lafayette,Chambers,33,-85
539,1,Lanett,Chambers,33,-85
540,1,Langston,Jackson,34,-86
541,1,Lapine,Montgomery,32,-86
542,1,Lawley,Bibb,33,-87
543,1,Leeds,Jefferson,34,-87
544,1,Leesburg,Cherokee,34,-86
545,1,Leighton,Colbert,35,-88
546,1,Lenox,Conecuh,31,-87
547,1,Leroy,Washington,31,-88
548,1,Lester,Limestone,35,-87
549,1,Letohatchee,Lowndes,32,-86
550,1,Lexington,Lauderdale,35,-87
551,1,Lillian,Baldwin,30,-87
552,1,Lincoln,Talladega,34,-86
553,1,Linden,Marengo,32,-88
554,1,Lineville,Clay,33,-86
555,1,Lisman,Choctaw,32,-88
556,1,Little River,Baldwin,31,-88
557,1,Livingston,Sumter,33,-88
558,1,Loachapoka,Lee,33,-86
559,1,Lockhart,Covington,31,-86
560,1,Locust Fork,Blount,34,-87
561,1,Logan,Cullman,34,-87
562,1,Louisville,Barbour,32,-86
563,1,Lower Peach Tree,Wilcox,32,-88
564,1,Lowndesboro,Lowndes,32,-87
565,1,Loxley,Baldwin,31,-88
566,1,Luverne,Crenshaw,32,-86
567,1,Lynn,Winston,34,-88
568,1,Madison,Limestone,35,-87
569,1,Madison,Madison,35,-87
570,1,Magnolia,Marengo,32,-88
571,1,Magnolia Springs,Baldwin,30,-88
572,1,Malcolm,Washington,31,-88
573,1,Malvern,Geneva,31,-86
574,1,Maplesville,Chilton,33,-87
575,1,Marbury,Autauga,33,-87
576,1,Margaret,Saint Clair,34,-86
577,1,Marion,Perry,33,-87
578,1,Marion Junction,Dallas,32,-87
579,1,Mathews,Montgomery,32,-86
580,1,Maylene,Shelby,33,-87
581,1,Mc Calla,Jefferson,33,-87
582,1,Mc Intosh,Washington,31,-88
583,1,Mc Kenzie,Butler,32,-87
584,1,Mc Shan,Pickens,33,-88
585,1,Mc Williams,Wilcox,32,-87
586,1,Megargel,Monroe,31,-87
587,1,Melvin,Choctaw,32,-88
588,1,Mentone,De Kalb,35,-86
589,1,Meridianville,Madison,35,-87
590,1,Mexia,Monroe,32,-87
591,1,Midland City,Dale,31,-86
592,1,Midway,Bullock,32,-86
593,1,Millbrook,Elmore,32,-86
594,1,Millerville,Clay,33,-86
595,1,Millport,Lamar,34,-88
596,1,Millry,Washington,32,-88
597,1,Minter,Dallas,32,-87
598,1,Mobile,Mobile,31,-88
599,1,Monroeville,Monroe,32,-87
600,1,Montevallo,Shelby,33,-87
601,1,Montgomery,Montgomery,32,-86
602,1,Montrose,Baldwin,31,-88
603,1,Moody,Saint Clair,34,-87
604,1,Mooresville,Limestone,35,-87
605,1,Morris,Jefferson,34,-87
606,1,Morvin,Clarke,32,-88
607,1,Moulton,Lawrence,35,-87
608,1,Moundville,Hale,33,-88
609,1,Mount Hope,Lawrence,34,-87
610,1,Mount Meigs,Montgomery,32,-86
611,1,Mount Olive,Jefferson,34,-87
612,1,Mount Vernon,Mobile,31,-88
613,1,Mulga,Jefferson,34,-87
614,1,Munford,Talladega,34,-86
615,1,Muscadine,Cleburne,34,-85
616,1,Muscle Shoals,Colbert,35,-88
617,1,Myrtlewood,Marengo,32,-88
618,1,Nanafalia,Marengo,32,-88
619,1,Natural Bridge,Winston,34,-88
620,1,Nauvoo,Walker,34,-87
621,1,Needham,Choctaw,32,-88
622,1,New Brockton,Coffee,31,-86
623,1,New Castle,Jefferson,34,-87
624,1,New Hope,Madison,35,-86
625,1,New Market,Madison,35,-86
626,1,Newbern,Hale,33,-88
627,1,Newton,Dale,31,-86
628,1,Newville,Henry,31,-85
629,1,Normal,Madison,35,-87
630,1,Northport,Tuscaloosa,33,-88
631,1,Notasulga,Macon,33,-86
632,1,Oak Hill,Wilcox,32,-87
633,1,Oakman,Walker,34,-87
634,1,Odenville,Saint Clair,34,-86
635,1,Ohatchee,Calhoun,34,-86
636,1,Oneonta,Blount,34,-86
637,1,Opelika,Lee,33,-85
638,1,Opp,Covington,31,-86
639,1,Orange Beach,Baldwin,30,-88
640,1,Orrville,Dallas,32,-87
641,1,Owens Cross Roads,Madison,35,-86
642,1,Oxford,Calhoun,34,-86
643,1,Ozark,Dale,31,-86
644,1,Paint Rock,Jackson,35,-86
645,1,Palmerdale,Jefferson,34,-87
646,1,Panola,Sumter,33,-88
647,1,Pansey,Houston,31,-85
648,1,Parrish,Walker,34,-87
649,1,Pelham,Shelby,33,-87
650,1,Pell City,Saint Clair,34,-86
651,1,Pennington,Choctaw,32,-88
652,1,Perdido,Baldwin,31,-88
653,1,Perdue Hill,Monroe,32,-87
654,1,Perote,Bullock,32,-86
655,1,Peterman,Monroe,32,-87
656,1,Peterson,Tuscaloosa,33,-87
657,1,Petrey,Crenshaw,32,-86
658,1,Phenix City,Lee,32,-85
659,1,Phenix City,Russell,32,-85
660,1,Phil Campbell,Franklin,34,-88
661,1,Piedmont,Calhoun,34,-86
